"AlignmentID","t.stat","p.value","#NAME?","FDR","Metabolite_name","Adduct type"
3229,-3.1621,0.010123,1.9947,0.99991,"w/o MS2:3-Indoleacetic acid; CE0; SEOVTRFCIGRIMH-UHFFFAOYSA-N","[M+H]+"
3969,3.1559,0.01023,1.9901,0.99991,"w/o MS2:N-(Benzenesulfonyl)acetamide","[M+H]+"
734,3.1557,0.010233,1.99,0.99991,"w/o MS2:Gyromitrin","[M+H]+"
2483,3.1499,0.010335,1.9857,0.99991,"w/o MS2:3-Ureidopropionic acid","[M+H-2H2O]+"
3431,-3.1493,0.010345,1.9853,0.99991,"w/o MS2:2-Methyl-4-(trifluoromethyl)thiazol-5-amine","[M+K]+"
10222,3.1376,0.010553,1.9766,0.99991,"w/o MS2:Mononervonin (15c)","[M+H]+"
7155,3.1241,0.010798,1.9666,0.99991,"w/o MS2:(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid","[M+H]+"
1932,3.113,0.011004,1.9585,0.99991,"w/o MS2:7H-[1,2,4]Triazolo[4,3-b][1,2,4]triazole-3,7-diamine","[M+NH4]+"
11669,-3.0825,0.011591,1.9359,0.99991,"w/o MS2:Acrinathrin","[M+2H]2+"
3230,-3.0476,0.012302,1.91,0.99991,"w/o MS2:3-Indoleacetic acid; CE0; SEOVTRFCIGRIMH-UHFFFAOYSA-N","[M+H]+"
11152,-3.04,0.012462,1.9044,0.99991,"w/o MS2:1- Piperazinecarboxylic acid, 4-[3-(2,3-dihydro-2-oxo-6-benzoxazolyl)-3-oxopropyl]-, (3,5-dichlorophenyl)methyl ester","[M+H]+"
7653,3.0157,0.01299,1.8864,0.99991,"w/o MS2:Carbocyclic thromboxane A2","[M+H-2H2O]+"
2255,-2.9887,0.013604,1.8663,0.99991,"w/o MS2:Cinnamic acid","[M+H]+"
18878,2.9879,0.013623,1.8657,0.99991,"w/o MS2:1,2-Dipalmitoyl-sn-glycero-3-phosphoethanolamine-N,N-dimethyl","[M+H]+"
3245,2.9759,0.013905,1.8568,0.99991,"w/o MS2:Cotinine","[M+2Na-H]+"
7236,-2.9736,0.013959,1.8551,0.99991,"w/o MS2:NCGC00385831-01!7-hydroxy-3-(2-methylbut-3-en-2-yl)-6-(3-methylbut-2-enyl)chromen-2-one","[M+H]+"
8636,2.9735,0.013963,1.855,0.99991,"w/o MS2:Salazinic acid","[M+K]+"
7758,-2.9694,0.014059,1.852,0.99991,"w/o MS2:NCGC00380482-01_C15H22O6_Methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxodecahydro-2-naphthalenyl)acrylate","[M+H]+"
7313,2.966,0.014143,1.8495,0.99991,"w/o MS2:Amorolfine Hydrochloride","[M+H]+"
7157,-2.9644,0.014182,1.8483,0.99991,"w/o MS2:(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid","[M+H]+"
4251,-2.9591,0.01431,1.8444,0.99991,"2-(1-Hydroxycyclohexyl)butanoic acid","[M+Na]+"
14161,2.9495,0.014547,1.8372,0.99991,"w/o MS2:Irganox I 1076","[M+H]+"
7101,-2.9323,0.014981,1.8245,0.99991,"w/o MS2:NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate","[M+H]+"
1050,2.9043,0.015716,1.8037,0.99991,"w/o MS2:5-Fluorouracil","[M+H]+"
5548,-2.899,0.01586,1.7997,0.99991,"w/o MS2:Epiandrosterone; LC-APPI-QQ; MS2; CE","[M+H-H2O]+"
5268,2.8865,0.016203,1.7904,0.99991,"w/o MS2:9-(2,3-Dihydroxypropoxy)-9-oxononanoic acid","[M+H]+"
5889,-2.8776,0.016454,1.7837,0.99991,"w/o MS2:2-(4-Ethoxyphenyl)-6-methyl-2H-1,2,3-benzotriazol-5-ylamine","[M+H]+"
8581,-2.8712,0.016635,1.779,0.99991,"w/o MS2:(2,4-Dichlorophenoxy)propionic acid, ethylhexyl ester","[M+H]+"
19213,2.8419,0.017491,1.7572,0.99991,"w/o MS2:1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine","[M+H]+"
5765,-2.8408,0.017524,1.7564,0.99991,"w/o MS2:12S-Hydroxy-5Z,8E,10E-heptadecatrienoic acid","[M+H]+"
7832,-2.8386,0.017591,1.7547,0.99991,"w/o MS2:Tazarotenic acid sulfoxide","[M+H-H2O]+"
2820,2.8372,0.017633,1.7537,0.99991,"w/o MS2:5-(Trifluoromethyl)-2(1H)-pyridinone","[M+Na]+"
7390,2.8348,0.017704,1.7519,0.99991,"w/o MS2:Methyl 2-(Cbz-amino)-2-(tetrahydrothiopyran-4-ylidene)acetate","[M+H]+"
738,2.8303,0.017843,1.7485,0.99991,"w/o MS2:(E)-3-Hexen-1-ol","[M+H]+"
1651,-2.8302,0.017847,1.7484,0.99991,"w/o MS2:Indole-3-carbinol","[M+H]+"
19204,2.8285,0.017899,1.7472,0.99991,"w/o MS2:1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine","[M+H]+"
16924,2.8161,0.018283,1.738,0.99991,"w/o MS2:veratroylzygadenine","[M+H]+"
19251,2.8156,0.018297,1.7376,0.99991,"w/o MS2:1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine","[M+H]+"
13733,2.8121,0.018409,1.735,0.99991,"w/o MS2:(4R)-5',6a,8a,9-tetramethyldocosahydrospiro[naphtho[2',1':4,5]indeno[2,1-b]furan-10,2'-pyran]-4-yl nonanoate","[M+H]+"
15242,2.8066,0.018581,1.7309,0.99991,"w/o MS2:1,2-Dilinoleoylglycerol","[M+H]+"
2667,2.7976,0.018873,1.7242,0.99991,"w/o MS2:1-Benzylimidazole","[M+H]+"
21821,2.7774,0.019538,1.7091,0.99991,"w/o MS2:(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-26-{4-[(furan-2-yl)carbonyl]piperazin-1-yl}-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,2...","[M+K]+"
6534,2.7769,0.019555,1.7087,0.99991,"w/o MS2:NCGC00381202-01!3,15-dihydroxyhexadecanoic acid","[M+H]+"
6753,2.7673,0.019878,1.7016,0.99991,"w/o MS2:NCGC00384851-01_C17H28O3_2-Naphthalenemethanol, 7-(acetyloxy)decahydro-alpha,alpha,4a-trimethyl-8-methylene-","[M+H]+"
10279,2.7585,0.020181,1.695,0.99991,"w/o MS2:""MLS001159033-01!2-[(4-ethyl-8,8-dimethyl-2-oxo-9,10-dihydropyrano[2,3-h]chromen-5-yl)oxy]-N-(2-morpholin-4-ylethyl)acetamide""","[M+H]+"
5426,-2.751,0.020444,1.6894,0.99991,"w/o MS2:NCGC00169264-02!8-hydroxy-3-(4-hydroxypentyl)-3,4-dihydroisochromen-1-one","[M+H-H2O]+"
6290,2.7494,0.020499,1.6883,0.99991,"w/o MS2:Dodemorph","[M+H]+"
2034,2.7373,0.020931,1.6792,0.99991,"w/o MS2:6-Fluoro-3-pyridinylboronic acid","[M+H]+"
10035,-2.7287,0.021241,1.6728,0.99991,"w/o MS2:Gitogenin","[M+H]+"
18827,2.713,0.02182,1.6611,0.99991,"w/o MS2:(2S,3R,4R,5R,6S)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-{5',7,9,13-tetramethyl-5-oxaspiro[pentacyclo[10.8.0.0?,?.0?,?.0??,??]icosane-6,2'-piperidine]-3-oloxy}oxan-3-yl]oxy}-6-methyloxane-3,4,5-triol","[M+K]+"
19524,2.7122,0.021853,1.6605,0.99991,"w/o MS2:1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine","[M+2Na-H]+"
18872,2.6937,0.022557,1.6467,0.99991,"w/o MS2:1,2-Dipalmitoyl-sn-glycero-3-phosphoethanolamine-N,N-dimethyl","[M+H]+"
21544,-2.6822,0.023006,1.6382,0.99991,"w/o MS2:Simvastatin 2M+NH4","[M+Na]+"
5488,2.6812,0.023047,1.6374,0.99991,"w/o MS2:Palmitic acid alkyne","[M+H]+"
13787,-2.6781,0.023167,1.6351,0.99991,"w/o MS2:N-Benzyl-5-bromo-2-furamide","[M+H-H2O]+"
8637,2.6747,0.023303,1.6326,0.99991,"w/o MS2:Rebamipide","[M+H-H2O]+"
3050,2.6708,0.023462,1.6296,0.99991,"w/o MS2:Azelaic acid","[M+H]+"
7055,-2.67,0.023492,1.6291,0.99991,"w/o MS2:1,2-Dihydroxyheptadec-16-yn-4-yl acetate","[M+H]+"
2872,2.6599,0.023904,1.6215,0.99991,"w/o MS2:2-Bromo-2-methylpropanamide","[M+K]+"
9140,2.6582,0.023973,1.6203,0.99991,"w/o MS2:Monoerucin","[M+H]+"
1660,-2.6441,0.024563,1.6097,0.99991,"w/o MS2:Indole-3-carbinol; LC-ESI-QTOF; MS2; CE","[M+H]+"
14827,-2.6257,0.025347,1.5961,0.99991,"w/o MS2:Jamaicamide A","[M+2Na-H]+"
8951,-2.6252,0.025368,1.5957,0.99991,"w/o MS2:Bufalin; PlaSMA ID-2135","[M+H]+"
11028,2.6041,0.026308,1.5799,0.99991,"w/o MS2:Corosolic acid","[M+H]+"
6588,-2.6017,0.026413,1.5782,0.99991,"w/o MS2:_120168","[M+Na]+"
7402,-2.6006,0.026465,1.5773,0.99991,"w/o MS2:N-(2-Amino-4-chlorophenyl)-2-fluorobenzenesulfonamide","[M+Na]+"
8250,-2.5946,0.026738,1.5729,0.99991,"w/o MS2:Vidofludimus","[M+K]+"
5803,-2.5935,0.02679,1.572,0.99991,"w/o MS2:abscisic acid","[M+H-H2O]+"
7249,2.5915,0.026881,1.5706,0.99991,"w/o MS2:Antibiotic JM 971B","[M+H]+"
4741,2.5865,0.027114,1.5668,0.99991,"w/o MS2:Indalone","[M+H]+"
5708,2.5834,0.027256,1.5645,0.99991,"w/o MS2:4-Amino-2-(5-chloro-1,3-benzoxazol-2-yl)phenol","[M+H]+"
5023,-2.5746,0.027671,1.558,0.99991,"w/o MS2:Gliocladic acid_130132","[M+H]+"
15678,2.5737,0.027715,1.5573,0.99991,"w/o MS2:17-Epioxandrolone","[M+H]+"
2658,2.5728,0.027759,1.5566,0.99991,"w/o MS2:Hypoxanthine","[M+H-2H2O]+"
5359,2.569,0.02794,1.5538,0.99991,"w/o MS2:Methyl 6-amino-3,5-dibromopicolinate","[M+K]+"
6734,2.5678,0.027998,1.5529,0.99991,"w/o MS2:9(10)-Epoxy-12Z-octadecenoic acid","[M+H]+"
21934,2.5607,0.02834,1.5476,0.99991,"w/o MS2:NCGC00169641-02_C47H76O16_Hexopyranosiduronic acid, (3beta,5xi,9xi,18xi)-22-hydroxyolean-12-en-3-yl O--6-deoxyhexopyranosyl-(1->2)-O-pentopyranosyl-(1->2)-","[M+H]+"
7350,-2.5589,0.028428,1.5462,0.99991,"w/o MS2:2-(3-hydroxy-5-methoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol","[M+ACN+H]+"
19273,2.558,0.028471,1.5456,0.99991,"w/o MS2:Thioetheramidephosphatidylcholine","[M+H]+"
1721,2.5494,0.028892,1.5392,0.99991,"w/o MS2:S(-)-Cathinone","[M+H]+"
5186,2.5481,0.028956,1.5383,0.99991,"w/o MS2:7-Bromo-2-chloroquinoxaline","[M+H-H2O]+"
4182,2.5398,0.029374,1.532,0.99991,"w/o MS2:2-Chloro-6-fluoroquinoline-3-carbonitrile","[M+K]+"
6652,-2.5382,0.029456,1.5308,0.99991,"w/o MS2:Androstane-3,17-diol","[M+H-H2O]+"
6094,2.5372,0.029503,1.5301,0.99991,"w/o MS2:4-Methyl-N-(5-nitro-2-pyridinyl)benzenesulfonamide","[M+H]+"
919,-2.5203,0.030373,1.5175,0.99991,"w/o MS2:PHENYLHYDRAZINE","[M+H]+"
7102,-2.5191,0.030436,1.5166,0.99991,"w/o MS2:Monopalmitolein (9c)","[M+H]+"
5020,-2.5096,0.030935,1.5095,0.99991,"w/o MS2:Benzeneethanamine, 3,5-dimethoxy-.alpha.-methyl-4-propoxy-","[M+H]+"
1743,2.5065,0.031101,1.5072,0.99991,"w/o MS2:3-Ureidopropionic acid","[M+H]+"
14111,2.5014,0.031373,1.5034,0.99991,"w/o MS2:3'-Deoxycapsanthin; FAB-EBEB; MS2; m/z","[M+NH4]+"
8966,-2.5004,0.031426,1.5027,0.99991,"w/o MS2:MLS001333691-01!","[M+NH4]+"
15527,2.4967,0.031624,1.5,0.99991,"w/o MS2:Chymostatin","[M+H]+"
8514,2.4917,0.031896,1.4963,0.99991,"w/o MS2:[12-hydroxy-6-(hydroxymethyl)-10-methyl-2-(4-methylpent-3-enyl)dodeca-2,6,10-trienyl] acetate","[M+H]+"
8102,2.4885,0.032075,1.4938,0.99991,"w/o MS2:NCGC00380552-01_C22H36O3_2(1H)-Naphthalenone, 8-[5-(acetyloxy)-3-methylpentyl]octahydro-4,4,8a-trimethyl-7-methylene-","[M+H-H2O]+"
8907,2.4853,0.032247,1.4915,0.99991,"w/o MS2:Butanoic acid, 4-[(1,2-dioxohexadecyl)amino]-, ethyl ester","[M+NH4]+"
5340,2.483,0.032378,1.4898,0.99991,"w/o MS2:N-(2-Bromo-4-chlorophenyl)acetamide","[M+H]+"
8697,-2.4764,0.032743,1.4849,0.99991,"w/o MS2:Isopongaflavone","[M+H]+"
14354,-2.4761,0.032763,1.4846,0.99991,"w/o MS2:D-Leucyl-L-arginine","[M+H]+"
5106,-2.474,0.032878,1.4831,0.99991,"w/o MS2:rac-(1R,2R)-2-(4-Bromo-2-fluorophenyl)cyclopropane-1-carboxylic acid","[M+2Na-H]+"
4653,-2.4731,0.032929,1.4824,0.99991,"w/o MS2:3-Ethoxy-4-isobutoxybenzaldehyde","[M+H-2H2O]+"
7237,-2.4714,0.033027,1.4811,0.99991,"w/o MS2:NCGC00385831-01!7-hydroxy-3-(2-methylbut-3-en-2-yl)-6-(3-methylbut-2-enyl)chromen-2-one","[M+H]+"
4797,2.4688,0.033174,1.4792,0.99991,"w/o MS2:13-Methyl-4,4-Bisnor-8,11,13-Podocarpatrien-3-One","[M+NH4]+"
18833,-2.4497,0.034277,1.465,0.99991,"w/o MS2:2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine","[M+H]+"
11595,-2.4496,0.034279,1.465,0.99991,"w/o MS2:Glycerol tricaprylate","[M+Na]+"
6533,2.4476,0.034398,1.4635,0.99991,"w/o MS2:NCGC00381202-01!3,15-dihydroxyhexadecanoic acid","[M+H]+"
6208,-2.4351,0.035142,1.4542,0.99991,"w/o MS2:Unknown (carbon number 18); PlaSMA ID-1336","[M+H]+"
5196,2.4343,0.035191,1.4536,0.99991,"w/o MS2:His-Ser","[M+H]+"
6237,-2.4317,0.035345,1.4517,0.99991,"w/o MS2:1-Hydroxy-1-oxo-1.lambda.5-benzo[d][1,2]iodaoxol-3(1H)-one","[M+K]+"
7247,2.4303,0.03543,1.4506,0.99991,"w/o MS2:Antibiotic JM 971B","[M+ACN+H]+"
18839,-2.4293,0.035496,1.4498,0.99991,"1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine","[M+H]+"
6211,2.4271,0.035627,1.4482,0.99991,"w/o MS2:Unknown (carbon number 18); PlaSMA ID-1337","[M+H-H2O]+"
6694,-2.4235,0.035849,1.4455,0.99991,"w/o MS2:Ricinoleic acid methyl ester","[M+H-H2O]+"
1997,2.4183,0.036164,1.4417,0.99991,"w/o MS2:trans-4-(Aminomethyl)cyclohexanecarboxylic acid","[M+H]+"
18882,2.4146,0.036395,1.439,0.99991,"w/o MS2:1,2-Dipalmitoyl-sn-glycero-3-phosphoethanolamine-N,N-dimethyl","[M+H-H2O]+"
6559,-2.4122,0.036547,1.4371,0.99991,"w/o MS2:Fingolimod","[M+NH4]+"
6796,2.4111,0.036614,1.4364,0.99991,"w/o MS2:[4-Amino-2-(prop-2-en-1-ylamino)-1,3-thiazol-5-yl](5-chlorothiophen-2-yl)methanone","[M+NH4]+"
2153,2.4075,0.036838,1.4337,0.99991,"w/o MS2:Indole-3-carboxaldehyde","[M+H]+"
20969,2.4067,0.036894,1.433,0.99991,"w/o MS2:PROTOVERATRINE A","[M+K]+"
3498,2.4033,0.037103,1.4306,0.99991,"w/o MS2:Glutamine (L)","[M+H]+"
8424,-2.3995,0.037344,1.4278,0.99991,"w/o MS2:Sulprophos sulfoxide","[M+Na]+"
7056,-2.3955,0.037603,1.4248,0.99991,"w/o MS2:1,2-Dihydroxyheptadec-16-yn-4-yl acetate","[M+H]+"
6950,-2.3945,0.037669,1.424,0.99991,"w/o MS2:NCGC00179742-02_C15H22O5_3,12-Epoxy-12H-pyrano[4,3-j]-1,2-benzodioxepin-10(3H)-one, octahydro-3,6,9-trimethyl-, (5aS,6R,8aS,9R,12S,12aR)-","[M+Na]+"
2151,2.3875,0.03812,1.4188,0.99991,"w/o MS2:Indole-3-carboxaldehyde","[M+H-H2O]+"
6653,-2.3858,0.03823,1.4176,0.99991,"w/o MS2:Androstane-3,17-diol","[M+H]+"
1826,2.3819,0.038487,1.4147,0.99991,"w/o MS2:Unknown (carbon number 5); PlaSMA ID-121","[M+H-2H2O]+"
6999,2.3808,0.038562,1.4138,0.99991,"w/o MS2:Fluconazole","[M+H]+"
11248,-2.3786,0.038706,1.4122,0.99991,"w/o MS2:Demethylzeylasteral","[M+H]+"
6010,-2.3756,0.038903,1.41,0.99991,"w/o MS2:5-beta-Androstan-17-beta-ol-3-one; LC-APPI-QQ; MS2; CE","[M+H]+"
3749,-2.3744,0.038984,1.4091,0.99991,"w/o MS2:(Z,E)-Tetradeca-9,12-dienol","[M+H]+"
8645,-2.3692,0.03933,1.4053,0.99991,"w/o MS2:5.alpha.-Androstan-17.beta.-ol-3-one sulfate","[M+H]+"
15150,2.3634,0.039719,1.401,0.99991,"w/o MS2:8-(3-Octyl-2-oxiranyl)octanoic acid","[M+H]+"
21556,2.3605,0.039921,1.3988,0.99991,"w/o MS2:NCGC00380273-01_C43H66O16_beta-D-Glucopyranose, 1-O-[(3beta,5xi,9xi)-3-(beta-D-glucopyranuronosyloxy)-30-methoxy-28,30-dioxoolean-12-en-28-yl]-","[M+H]+"
5267,2.352,0.040503,1.3925,0.99991,"w/o MS2:NCGC00381248-01!4-oxododecanedioic acid","[M+H]+"
4135,2.3453,0.040968,1.3876,0.99991,"w/o MS2:L-Tryptophan; CE0; QIVBCDIJIAJPQS-VIFPVBQESA-N","[M+ACN+H]+"
4154,2.3452,0.040973,1.3875,0.99991,"w/o MS2:4-[(1E,3E)-Hepta-1,3-dienyl]-3-(hydroxymethyl)cyclohexane-1,2-diol","[M+H]+"
5800,2.3392,0.041395,1.3831,0.99991,"w/o MS2:N-gamma-Acetyl-N-2-formyl-5-methoxykynurenamine","[M+H]+"
9098,2.3387,0.041431,1.3827,0.99991,"w/o MS2:Deoxycholic acid","[M+ACN+H]+"
4390,-2.3381,0.041471,1.3823,0.99991,"w/o MS2:4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol","[M+H]+"
3061,2.3318,0.041921,1.3776,0.99991,"w/o MS2:Azelaic acid","[M+H]+"
19554,2.327,0.042268,1.374,0.99991,"w/o MS2:Soyasapogenol B base + O-HexA-Pen; PlaSMA ID-3294","[M+Na]+"
3606,2.3249,0.04242,1.3724,0.99991,"w/o MS2:3-Indoleacrylic acid","[M+Na]+"
10149,2.323,0.042554,1.3711,0.99991,"w/o MS2:Bullatine B","[M+Na]+"
20104,-2.3179,0.042925,1.3673,0.99991,"w/o MS2:hyodeoxycholic acid","[M+Na]+"
3683,2.3085,0.043616,1.3604,0.99991,"4-Hydroxy-6-methyl-2-oxo-1,2-dihydropyridine-3-carboxamide","[M+Na]+"
3643,2.3078,0.043668,1.3598,0.99991,"w/o MS2:Homoarginine","[M+ACN+H]+"
11027,2.3058,0.043819,1.3583,0.99991,"w/o MS2:NCGC00380239-01!16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one","[M+K]+"
5341,-2.3001,0.044244,1.3541,0.99991,"w/o MS2:Ethyl 2-amino-4-phenylthiophene-3-carboxylate","[M+ACN+H]+"
3827,-2.2982,0.044388,1.3527,0.99991,"w/o MS2:5-(3-Pyridinyl)-1,3,4-thiadiazole-2-thiol","[M+H]+"
2125,2.2976,0.044435,1.3523,0.99991,"w/o MS2:3-Hydroxy-3-methylglutaric acid","[M+H]+"
9076,2.2961,0.044551,1.3511,0.99991,"w/o MS2:N-(3-hydroxytetradecanoyl)-L-phenylalanine","[M+H]+"
7958,2.2817,0.045657,1.3405,0.99991,"w/o MS2:2-{[2-Chloro-5-(trifluoromethyl)anilino]carbonyl}benzoic acid","[M+Na]+"
1067,2.2797,0.045812,1.339,0.99991,"w/o MS2:6-Aminocaproic acid","[M+H]+"
11848,2.2775,0.045979,1.3374,0.99991,"w/o MS2:Sclareolide","[M+H]+"
19241,2.2736,0.046285,1.3346,0.99991,"w/o MS2:1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine","[M+H]+"
6731,-2.2733,0.046307,1.3343,0.99991,"w/o MS2:NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","[M+2Na-H]+"
8912,2.2709,0.046496,1.3326,0.99991,"w/o MS2:17,20,21-Trihydroxypregn-1-ene-3,11-dione","[M+Na]+"
10917,-2.2669,0.046814,1.3296,0.99991,"w/o MS2:Unknown (carbon number 30); PlaSMA ID-2551","[M+H]+"
7216,2.2622,0.047189,1.3262,0.99991,"w/o MS2:Octadecanedioic acid","[M+H]+"
16299,-2.2548,0.047791,1.3206,0.99991,"w/o MS2:Eur 2","[M+K]+"
18507,2.2533,0.047911,1.3196,0.99991,"w/o MS2:(3R,4R,5R,6R)-2-(((2R,3S,4S,5R)-2-(((2'R,4R,4'S,5'R,6R,6aR,8aS,9S)-4,4'-dihydroxy-5',6a,8a,9-tetramethyl-1,3,3',4,4',5,5',6,6a,6b,6',7,8,8a,8b,9,11a,12,12a,12b-icosahydrospiro[naphtho[2',1':4,5]indeno[2,1-b]furan-10,2'-pyran]-6-yl)oxy)-4,5-dihydroxytetrahydro-2H-pyran-3-yl)oxy)-6-methyltetrahydro-2H-pyran-3,4,5-triol","[M+Na]+"
11829,2.2515,0.048055,1.3183,0.99991,"w/o MS2:4-Amino-3-bromobenzenesulfonamide","[M+H]+"
7217,2.2514,0.048067,1.3182,0.99991,"w/o MS2:Octadecanedioic acid","[M+H]+"
9367,2.2509,0.04811,1.3178,0.99991,"w/o MS2:pentacosanoic acid","[M+H]+"
9819,-2.2461,0.0485,1.3143,0.99991,"Cholic Acid","[M+NH4]+"
10209,2.2412,0.048901,1.3107,0.99991,"w/o MS2:terpestacin","[M+H-H2O]+"
4731,-2.2407,0.048942,1.3103,0.99991,"w/o MS2:1-Isopropyl-1H-benzimidazole-5-carboxylic acid","[M+H]+"
4867,-2.2392,0.049074,1.3091,0.99991,"w/o MS2:2-Cyano-3-Iodopyridine","[M+H]+"
4621,2.238,0.049171,1.3083,0.99991,"w/o MS2:2-Chloro-N-(3-chloro-4-fluorophenyl)acetamide","[M+H]+"
1235,2.2346,0.049455,1.3058,0.99991,"2-(2-Aminoethoxy)acetic acid","[M+H]+"
4637,-2.2337,0.049528,1.3051,0.99991,"w/o MS2:(2,3-Dichloro-6-fluorophenyl)acetic acid","[M+H]+"
5362,2.2303,0.049814,1.3026,0.99991,"w/o MS2:Methyl 2-(chlorosulfonyl)-3-methylbenzoate","[M+ACN+H]+"
9289,-2.2296,0.049875,1.3021,0.99991,"w/o MS2:(4-bromophenyl)(7,8-dimethoxy-3-methyl-2,3-dihydro-1H-benzo[d]azepin-4-yl)methanone","[M+2Na-H]+"
