"AlignmentID","t.stat","p.value","#NAME?","FDR","Metabolite_name","Adduct type"
8324,-3.2837,0.0082379,2.0842,0.88807,"w/o MS2:Adenosine 3',5'-cyclic monophosphate","[M-H]-"
7956,-3.2799,0.008291,2.0814,0.88807,"w/o MS2:9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid","[M-H]-"
6449,-3.2614,0.0085545,2.0678,0.88807,"w/o MS2:N.omega.-Propyl-L-arginine","[M+Cl]-"
2876,3.259,0.0085888,2.0661,0.88807,"w/o MS2:3-Nitropyridine-2-thiol","[M+Cl]-"
5029,-3.2558,0.008636,2.0637,0.88807,"w/o MS2:2,4-Dihydro-5-methyl-4-(4-methylphenyl)-3H-1,2,4-triazole-3-thione","[M+Cl]-"
7102,3.2557,0.0086364,2.0637,0.88807,"gamma-Glu-Glu","[M-H]-"
1493,-3.2425,0.0088318,2.0539,0.88807,"w/o MS2:Pyroglutamic acid (Not validated); PlaSMA ID-39","[M-H]-"
6626,-3.2258,0.0090854,2.0417,0.88807,"w/o MS2:N-Acetyl-D-glucosamine","[M+Cl]-"
8155,-3.2235,0.0091202,2.04,0.88807,"w/o MS2:[(2R)-1-[(2S)-6-oxo-2,3-dihydropyran-2-yl]propan-2-yl] 3-(3,4-dihydroxyphenyl)propanoate","[M-H]-"
317,-3.2066,0.0093864,2.0275,0.88807,"w/o MS2:3-Hydroxypropanoic acid","[M-H]-"
1656,-3.196,0.0095569,2.0197,0.88807,"w/o MS2:Skatole","[M-H]-"
6019,-3.1949,0.0095736,2.0189,0.88807,"w/o MS2:1-(3-Fluoro-4-methylphenyl)-5-oxo-3-pyrrolidinecarboxylic acid","[M+K-2H]-"
8230,-3.1898,0.0096571,2.0152,0.88807,"w/o MS2:1-{2-[(2-Amino-6-hydroxy-9H-purin-9-yl)methoxy]ethoxy}-3-methyl-1-oxo-2-butanamine","[M-H]-"
985,-3.1859,0.009722,2.0122,0.88807,"w/o MS2:N-Acetylglycine","[M-H]-"
3227,-3.1842,0.0097501,2.011,0.88807,"w/o MS2:FT-sulfonic_acid; C2H3F3O3S","[M-H]-"
1767,-3.1718,0.0099573,2.0019,0.88807,"w/o MS2:(2Z)-2-Fluorobut-2-enedioic acid","[M-H]-"
1507,-3.1681,0.010021,1.9991,0.88807,"w/o MS2:Pyroglutamic acid","[M-H]-"
6741,-3.1657,0.01006,1.9974,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M+Cl]-"
1654,-3.1621,0.010123,1.9947,0.88807,"Creatine","[M-H]-"
979,-3.1501,0.010331,1.9858,0.88807,"w/o MS2:N-Acetylglycine","[M-H]-"
6800,-3.1463,0.010399,1.983,0.88807,"w/o MS2:N-(2-Phenoxyphenyl)methanesulfonamide","[M-H]-"
10295,-3.1385,0.010536,1.9773,0.88807,"w/o MS2:5.alpha.-Androstan-3.alpha.,17.beta.-diol-17.beta.-glucuronide","[M-H2O-H]-"
1498,3.1305,0.010682,1.9713,0.88807,"w/o MS2:D-Pyroglutamic acid","[M-H]-"
10173,-3.0977,0.011295,1.9471,0.88807,"w/o MS2:Amygdalin; PlaSMA ID-1229","[M-H]-"
10175,-3.0977,0.011295,1.9471,0.88807,"w/o MS2:Amygdalin; PlaSMA ID-1229","[M-H]-"
2510,-3.0943,0.01136,1.9446,0.88807,"w/o MS2:4-Hydroxy-L-isoleucine","[M-H]-"
2723,-3.088,0.011483,1.9399,0.88807,"w/o MS2:2-(Dimethylamino)ethane-1-sulfonic acid","[M-H]-"
2945,-3.0678,0.011886,1.925,0.88807,"w/o MS2:6-Methyl-2,4-pyrimidinedithiol","[M-H]-"
5794,-3.0651,0.01194,1.923,0.88807,"w/o MS2:5-[(Chloroacetyl)amino]-2-hydroxybenzoic acid","[M-H]-"
619,-3.0398,0.012467,1.9042,0.88807,"w/o MS2:3-Chloro-1H-pyrazole","[M-H]-"
3779,-3.0389,0.012486,1.9036,0.88807,"w/o MS2:3-Indoleacetic acid","[M-H]-"
104,3.0368,0.01253,1.902,0.88807,"w/o MS2:GLYCINE","[M-H]-"
610,-3.035,0.012569,1.9007,0.88807,"w/o MS2:3-Chloro-1H-pyrazole","[M-H]-"
6526,3.0343,0.012584,1.9002,0.88807,"w/o MS2:N-(1H-Benzimidazol-2-yl)-4-fluorobenzamide","[M-H]-"
6927,-3.023,0.01283,1.8918,0.88807,"w/o MS2:(+)-Ritodrine","[M-2H]2-"
3078,3.0193,0.012911,1.889,0.88807,"w/o MS2:trans,trans-Muconic acid","[M-H]-"
7841,-3.0181,0.012937,1.8882,0.88807,"w/o MS2:(2S)-2-[[(1S)-1-Carboxy-3-methylbutyl]carbamoylamino]glutaric acid","[M-H]-"
6797,-3.0151,0.013003,1.8859,0.88807,"w/o MS2:N-(2-Phenoxyphenyl)methanesulfonamide","[M+K-2H]-"
9595,3.0006,0.013329,1.8752,0.88807,"w/o MS2:NCGC00380860-01_C22H32O4_15-Acetoxykaur-16-en-18-oic acid","[M+Cl]-"
2381,3.0003,0.013337,1.8749,0.88807,"w/o MS2:5-Chloro-2-furoic acid","[M+K-2H]-"
6682,-2.999,0.013366,1.874,0.88807,"w/o MS2:2-Thiocytidine","[M-H]-"
4083,-2.9968,0.013416,1.8724,0.88807,"w/o MS2:4-Cyanobenzene-1-sulfonamide","[M-H]-"
7228,-2.995,0.013458,1.871,0.88807,"w/o MS2:Ramosetron","[M-H]-"
10304,2.9757,0.013909,1.8567,0.88807,"w/o MS2:(1R,4S,5S,6S)-4-Amino-2-thiabicyclo[3.1.0]hexane-4,6-dicarboxylic acid 2,2-dioxide","[M-H2O-H]-"
6742,-2.9664,0.014133,1.8498,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M-H]-"
6234,-2.961,0.014264,1.8458,0.88807,"w/o MS2:N-(4-Chlorophenyl)-7H-purin-6-amine","[M-H]-"
11640,2.9553,0.014404,1.8415,0.88807,"w/o MS2:RESERPINE","[M-H]-"
1138,-2.9383,0.014827,1.8289,0.88807,"w/o MS2:2-Hydroxy-3-methylbutyric acid","[M-H2O-H]-"
1131,-2.9366,0.014871,1.8277,0.88807,"w/o MS2:2-Hydroxy-3-methylbutyric acid","[M-H]-"
626,-2.9359,0.014889,1.8271,0.88807,"w/o MS2:3-Chloro-1H-pyrazole","[M-H]-"
12625,2.9237,0.015203,1.8181,0.88807,"w/o MS2:PFCA-ether; C15HF29O3","[M-H]-"
4995,2.9203,0.015292,1.8155,0.88807,"w/o MS2:4-Methyl-3-(trifluoromethyl)benzoic acid","[M-H]-"
8068,2.92,0.015301,1.8153,0.88807,"w/o MS2:Dye X-13480-62A","[M+Na-2H]-"
3079,2.9177,0.015362,1.8135,0.88807,"w/o MS2:trans,trans-Muconic acid","[M-H]-"
6638,2.917,0.015379,1.8131,0.88807,"w/o MS2:1H-Indole-3-carboxylic acid, 1-(cyclohexylmethyl)-","[M-H]-"
8004,-2.9149,0.015435,1.8115,0.88807,"w/o MS2:13-HPODE; LC-ESI-QIT; MS2; CE","[M+Na-2H]-"
3778,-2.9081,0.015614,1.8065,0.88807,"w/o MS2:3-Indoleacetic acid","[M-H]-"
8967,-2.8895,0.016121,1.7926,0.88807,"w/o MS2:2,6-Bis(4-hydroxy-3-methoxybenzylidene)cyclohexanone","[M-H]-"
8968,-2.8895,0.016121,1.7926,0.88807,"w/o MS2:2,6-Bis(4-hydroxy-3-methoxybenzylidene)cyclohexanone","[M-H]-"
1655,-2.8718,0.016617,1.7794,0.88807,"w/o MS2:Skatole","[M-H]-"
5659,-2.8685,0.016713,1.7769,0.88807,"w/o MS2:Flufenacet OXA; LC-ESI-ITFT; MS2; CE","[M-H]-"
6235,-2.8589,0.016989,1.7698,0.88807,"w/o MS2:N-(4-Chlorophenyl)-7H-purin-6-amine","[M+K-2H]-"
6021,-2.8584,0.017004,1.7695,0.88807,"w/o MS2:1-(3-Fluoro-4-methylphenyl)-5-oxo-3-pyrrolidinecarboxylic acid","[M-H]-"
6392,-2.8512,0.017214,1.7641,0.88807,"w/o MS2:5-(4-Chlorobenzylidene)-2,4,6(1H,3H,5H)-pyrimidinetrione","[M-H]-"
8978,2.8507,0.01723,1.7637,0.88807,"17,20-Dimethylprostaglandin F1.alpha.","[M-H-H2O]-"
7450,-2.8431,0.017455,1.7581,0.88807,"w/o MS2:[5-hydroxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate","[M+K-2H]-"
5345,-2.8371,0.017637,1.7536,0.88807,"w/o MS2:Unknown (carbon number 11); PlaSMA ID-296","[M-H]-"
5028,-2.8334,0.017749,1.7508,0.88807,"w/o MS2:Selfotel","[M+K-2H]-"
7544,2.832,0.01779,1.7498,0.88807,"w/o MS2:PFCA-unsaturated; C7HF9O2","[M+Na-2H]-"
6685,-2.83,0.017851,1.7483,0.88807,"w/o MS2:2-[(4-Fluoroanilino)carbonyl]benzoic acid","[M+K-2H]-"
6184,-2.8228,0.018075,1.7429,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M-H]-"
1253,-2.8226,0.018081,1.7428,0.88807,"w/o MS2:PURINE","[M-H]-"
9243,-2.8089,0.018509,1.7326,0.88807,"w/o MS2:Resorcinolnaphthalein","[M-H]-"
1456,2.8082,0.018533,1.732,0.88807,"w/o MS2:FT-PFCA; C3H3F3O2","[M-H]-"
10229,-2.8072,0.018563,1.7313,0.88807,"w/o MS2:Phenylethanol + Hex-Pen; PlaSMA ID-1258","[M-H]-"
3616,-2.8066,0.018583,1.7309,0.88807,"w/o MS2:N-Acetylleucine","[M-H]-"
6314,2.8008,0.01877,1.7265,0.88807,"w/o MS2:2-Nitrophenylarsonic acid","[M+K-2H]-"
7881,-2.7968,0.018898,1.7236,0.88807,"w/o MS2:Antibiotic TAN 1446A","[M-H]-"
6993,-2.7922,0.019049,1.7201,0.88807,"w/o MS2:6-Iodo-4(1H)-quinazolinone","[M-H2O-H]-"
1149,2.7875,0.019203,1.7166,0.88807,"L-Threonine","[M-H]-"
5661,-2.7828,0.019357,1.7132,0.88807,"w/o MS2:Flufenacet OXA; LC-ESI-ITFT; MS2; CE","[M-H]-"
7839,-2.7806,0.019432,1.7115,0.88807,"w/o MS2:(2S)-2-[[(1S)-1-Carboxy-3-methylbutyl]carbamoylamino]glutaric acid","[M-H]-"
7639,-2.7674,0.019874,1.7017,0.88807,"w/o MS2:N-Fructosyl isoleucine; PlaSMA ID-544","[M-H]-"
7831,-2.7588,0.020172,1.6952,0.88807,"w/o MS2:Oxypurinol","[M+Cl]-"
7417,-2.7565,0.020253,1.6935,0.88807,"w/o MS2:2-(3-Hexyl-4-methyl-2,5-dioxopyrrol-1-yl)-3-hydroxypropanoic acid","[M-H]-"
3972,-2.756,0.02027,1.6932,0.88807,"w/o MS2:THEOPHYLLINE","[M-H]-"
271,-2.7543,0.020326,1.6919,0.88807,"w/o MS2:Isobutyric acid","[M-H]-"
10945,2.7493,0.020504,1.6882,0.88807,"w/o MS2:6b-Hydroxy-3,14b,14c-trimethyl-5-oxo-2,3,4,5,6b,7,8,8a,9,14,14b,14c,15,16-tetradecahydro-4,16a-epoxy[1]benzoxocino[7',8':6,7]indeno[1,2-b]indol-3-yl 2-hydroxy-2-methylpropanoate","[M+Na-2H]-"
8360,-2.7428,0.020734,1.6833,0.88807,"w/o MS2:(Z)-6,9,10-Trihydroxyoctadec-7-enoic acid","[M-H]-"
8069,2.7398,0.020839,1.6811,0.88807,"w/o MS2:Dye X-13480-62A","[M-H]-"
3974,-2.7383,0.020895,1.6799,0.88807,"w/o MS2:THEOPHYLLINE","[M-H]-"
8061,2.7376,0.020919,1.6795,0.88807,"w/o MS2:PyroGlu-Trp","[M-H]-"
8098,2.7298,0.021201,1.6736,0.88807,"w/o MS2:Myricetin","[M-H]-"
6624,-2.7277,0.021279,1.6721,0.88807,"w/o MS2:N-Acetyl-D-glucosamine","[M-H]-"
7553,-2.7196,0.021577,1.666,0.88807,"w/o MS2:2'-Hydroxy-.alpha.-naphthoflavone","[M-H]-"
2417,2.7012,0.022269,1.6523,0.88807,"w/o MS2:1H-1,3-Benzodiazole-5-carbaldehyde","[M-H]-"
100,2.6965,0.022447,1.6488,0.88807,"w/o MS2:GLYCINE","[M-H]-"
5957,-2.6908,0.022667,1.6446,0.88807,"w/o MS2:[(4-Chlorophenyl)sulfonyl]acetic acid","[M-H]-"
7438,-2.6491,0.02435,1.6135,0.88807,"w/o MS2:Glycitein","[M-H]-"
5615,-2.6477,0.024411,1.6124,0.88807,"w/o MS2:4-Hydroxy-2-naphthalenesulfonic acid","[M+Na-2H]-"
8058,-2.6465,0.024461,1.6115,0.88807,"w/o MS2:4-Hydroxyomeprazole sulfide","[M+Cl]-"
7414,2.6443,0.024552,1.6099,0.88807,"w/o MS2:methyl 2-benzamido-3-phenylpropanoate","[M+K-2H]-"
3363,-2.6441,0.024561,1.6098,0.88807,"w/o MS2:4-(Methylthio)-6-oxo-1,6-dihydro-5-pyrimidinecarbonitrile","[M-H]-"
7961,-2.644,0.024566,1.6097,0.88807,"w/o MS2:4-({[3-(Trifluoromethyl)phenyl]sulfonyl}amino)butanoic acid","[M-H]-"
1147,2.6256,0.025352,1.596,0.88807,"w/o MS2:Homoserine","[M-H]-"
616,-2.6191,0.025636,1.5912,0.88807,"w/o MS2:3-Chloro-1H-pyrazole","[M-H]-"
2499,-2.6156,0.025793,1.5885,0.88807,"w/o MS2:L-Glutamic acid","[M-H]-"
6183,-2.6125,0.025928,1.5862,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M+Cl]-"
11386,-2.6125,0.025929,1.5862,0.88807,"w/o MS2:URIDINE 5'-DIPHOSPHOGLUCURONIC ACID","[M-2H]2-"
3949,-2.6105,0.026019,1.5847,0.88807,"w/o MS2:6-Ethylthiopurine","[M-H]-"
8275,2.6097,0.026055,1.5841,0.88807,"w/o MS2:Dihidroprotolichesterinic acid","[M-H]-"
1509,2.6095,0.026064,1.584,0.88807,"w/o MS2:Pyroglutamic acid","[M-H]-"
3777,-2.6066,0.026195,1.5818,0.88807,"w/o MS2:3-Indoleacetic acid","[M-H]-"
8285,-2.6051,0.026263,1.5807,0.88807,"w/o MS2:Acetaminophen glucuronide","[M-H]-"
12851,-2.5961,0.02667,1.574,0.88807,"w/o MS2:1-(1Z-Octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine","[M-H]-"
5325,-2.5901,0.026947,1.5695,0.88807,"w/o MS2:3:2 Fluorotelomer alcohol","[M-H]-"
9810,-2.5894,0.026979,1.569,0.88807,"w/o MS2:8-((6-ethyl-4-hydroxy-5-methyl-2-oxo-2H-pyran-3-yl)methyl)-5,7-dihydroxy-2-phenylchroman-4-one","[M-H]-"
12749,-2.5855,0.027159,1.5661,0.88807,"w/o MS2:PFOH-unsaturated; C19H5F25O4S","[M-H]-"
6279,-2.5828,0.027283,1.5641,0.88807,"w/o MS2:Glu-Val","[M-H]-"
9214,2.5821,0.027319,1.5635,0.88807,"w/o MS2:Maltitol","[M-H]-"
8476,2.5798,0.027425,1.5618,0.88807,"w/o MS2:3-Phosphonoalanine","[M-H]-"
12990,2.5759,0.027609,1.5589,0.88807,"w/o MS2:N-[3-[5,17-bis[3-[acetyl(hydroxy)amino]propyl]-14-benzyl-8-(hydroxymethyl)-11-(2-methylpropyl)-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide","[M-H]-"
3934,-2.5758,0.027616,1.5588,0.88807,"w/o MS2:3-Chloro-2,2,3,3-tetrafluoropropanoic acid","[M-H]-"
7534,-2.5739,0.027704,1.5575,0.88807,"w/o MS2:4-Chloro-N-(4-methyl-1,3-thiazol-2-yl)benzenesulfonamide","[M-H]-"
4814,-2.5693,0.027923,1.554,0.88807,"w/o MS2:7H-Pyrrolo[3,2-f]quinazoline-1,3-diamine","[M-H]-"
4815,-2.5693,0.027923,1.554,0.88807,"w/o MS2:7H-Pyrrolo[3,2-f]quinazoline-1,3-diamine","[M+Na-2H]-"
6020,-2.555,0.028617,1.5434,0.88807,"w/o MS2:1-(3-Fluoro-4-methylphenyl)-5-oxo-3-pyrrolidinecarboxylic acid","[M-H]-"
6022,-2.5504,0.028844,1.5399,0.88807,"w/o MS2:Benzamide, N-1H-pyrrolo[2,3-c]pyridin-5-yl-","[M-H]-"
4847,-2.5488,0.028926,1.5387,0.88807,"w/o MS2:4-(Cyclohexyloxy)-4-oxobutanoic acid","[M-H]-"
2501,-2.5416,0.029282,1.5334,0.88807,"w/o MS2:L-Glutamic acid","[M-H]-"
5725,-2.5375,0.02949,1.5303,0.88807,"w/o MS2:DEOXYCYTIDINE","[M-H]-"
6003,-2.5367,0.029532,1.5297,0.88807,"w/o MS2:4-Amino-5-(4-methoxybenzyl)-4H-1,2,4-triazol-3-yl hydrosulfide","[M+Cl]-"
5066,-2.536,0.029564,1.5292,0.88807,"w/o MS2:4-Amino-5-benzyl-4H-1,2,4-triazole-3-thiol","[M+Na-2H]-"
8586,-2.5302,0.029863,1.5249,0.88807,"w/o MS2:1H-Indole-1-propanoic acid, 3-(1-naphthalenylcarbonyl)-","[M-H]-"
9013,-2.5299,0.029874,1.5247,0.88807,"w/o MS2:Feruloyl quinic acid (isomer of 886, 887); PlaSMA ID-888","[M-H]-"
7153,-2.5299,0.029877,1.5247,0.88807,"w/o MS2:N-(3-Methoxyphenyl)-7H-purin-6-amine","[M+K-2H]-"
824,2.5295,0.029896,1.5244,0.88807,"w/o MS2:4,6-Dihydroxypyrimidine","[M-H]-"
5518,-2.527,0.030026,1.5225,0.88807,"w/o MS2:5-Hydroxytryptophan","[M-H]-"
9432,-2.5237,0.030196,1.5201,0.88807,"w/o MS2:2-(Trifluoromethyl)-1,3-thiazole-4-carboxylic acid","[M-H]-"
9433,-2.5237,0.030196,1.5201,0.88807,"w/o MS2:2-(Trifluoromethyl)-1,3-thiazole-4-carboxylic acid","[M+Na-2H]-"
7503,2.5224,0.030262,1.5191,0.88807,"w/o MS2:5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one","[M-H]-"
6181,-2.5196,0.030406,1.517,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M+Cl]-"
9416,2.5188,0.030451,1.5164,0.88807,"w/o MS2:Alpha-Hydroxydeoxycholic Acid","[M-H]-"
9553,-2.5182,0.030483,1.5159,0.88807,"w/o MS2:NCGC00162403-05_C20H18ClNO6_L-Phenylalanine, N-[[(3R)-5-chloro-3,4-dihydro-8-hydroxy-3-methyl-1-oxo-1H-2-benzopyran-7-yl]carbonyl]-","[M-H]-"
5651,-2.5097,0.03093,1.5096,0.88807,"w/o MS2:2-Pentenedioic acid, 2-octyl-","[M+Cl]-"
12504,2.5054,0.031155,1.5065,0.88807,"w/o MS2:Phosphatidylethanolamine alkenyl 16","[M+Cl]-"
2284,2.5018,0.031349,1.5038,0.88807,"w/o MS2:2,6-Diamino-1H-s-triazine-4-thione","[M-H]-"
265,-2.4975,0.031582,1.5006,0.88807,"w/o MS2:Pyruvic acid","[M-H2O-H]-"
11160,-2.4963,0.031648,1.4997,0.88807,"w/o MS2:1-(Morpholin-4-ylsulfonyl)piperidine-4-carboxylic acid","[M-H]-"
9529,2.496,0.031664,1.4994,0.88807,"w/o MS2:5-(2-Chlorophenyl)-7-fluoro-8-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine","[M-H]-"
7504,2.4954,0.031697,1.499,0.88807,"w/o MS2:2-(Anilinocarbothioyl)-N-phenylhydrazinecarboxamide","[M-H]-"
1510,2.4952,0.031707,1.4988,0.88807,"w/o MS2:Pyroglutamic acid","[M-H]-"
5104,-2.491,0.031936,1.4957,0.88807,"w/o MS2:3-(6-Amino-9H-purin-9-yl)propanoic acid","[M-H]-"
6946,-2.4831,0.032372,1.4898,0.88807,"w/o MS2:3-Cysteinylacetaminophen","[M+K-2H]-"
6858,-2.4827,0.032392,1.4896,0.88807,"w/o MS2:Resorcinol sulfoxide","[M-H2O-H]-"
4084,-2.4801,0.032537,1.4876,0.88807,"w/o MS2:4-Cyanobenzene-1-sulfonamide","[M-H]-"
6822,2.478,0.032655,1.486,0.88807,"w/o MS2:4:2 Fluorotelomer alcohol","[M-H]-"
10769,2.4735,0.032908,1.4827,0.88807,"w/o MS2:10-Hydroxy-2,4b,8-trimethyl-2-(2-((3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)ethyl)dodecahydro-4a,10a-epoxyphenanthrene-8-carboxylic acid","[M+K-2H]-"
7684,-2.4687,0.03318,1.4791,0.88807,"w/o MS2:Ethyl 5-methoxy-3-phenyl-1H-indole-2-carboxylate","[M-H]-"
2051,-2.4675,0.033244,1.4783,0.88807,"w/o MS2:4-(Methylmercapto)phenol","[M-H]-"
11065,-2.4673,0.033258,1.4781,0.88807,"w/o MS2:NCGC00385221-01_C23H32O15_alpha-D-Glucopyranoside, beta-D-fructofuranosyl 6-O-[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)-1-oxo-2-propen-1-yl]-","[M-H]-"
2602,-2.4609,0.033627,1.4733,0.88807,"w/o MS2:Arabinose","[M-H]-"
5459,2.4597,0.033692,1.4725,0.88807,"w/o MS2:3-(Difluoromethoxy)-4-methoxybenzoic acid","[M-H]-"
5566,2.4527,0.0341,1.4673,0.88807,"w/o MS2:1-(4-Fluorophenyl)-4-hydroxy-1H-pyrazole-3-carboxylic acid","[M-H]-"
